Level	Reference	Former Reference (Dept)	Former Reference (PRO)	Title	Description	Covering Dates	Physical Description	Note	Separated Material	Related Material	Closure Status	Closure Type	Closure Code	Record Opening Date	ID
       							 								
>>>    	MH 95			Board of Control: Entries Files	This series contains a representative selection of files containing reports of statutory visits by commissioners to institutions for the mentally ill and the mentally defective. They illustrate an important part of the Board of Control's work. They are called 'Entries' because a copy of each report was entered in a book kept by the institution concerned.	1920-1962	105 file(s)					Normal Closure before FOI Act: 	30		C10938
>>>>   				Mental Hospitals			 								C41874
>>>>>> 	MH 95/1	Ref no: 11/1001 Part 2			North Wales Hospital, Denbighshire	1950-1960	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1894064
>>>>>> 	MH 95/2	Ref no: 13/1001 Part 2			Exminster Hospital, Devonshire	1939-1960	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1894065
>>>>>> 	MH 95/3	Ref no: 29/1001			Whittingham Hospital, Lancashire	1920-1928	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1894066
>>>>>> 	MH 95/4	Ref no: 29/1001 Part 1			Whittingham Hospital, Lancashire	1928-1939	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1894067
>>>>>> 	MH 95/5	Ref no: 29/1001 Part 2			Whittingham Hospital, Lancashire	1939-1955	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1894068
>>>>>> 	MH 95/6	Ref no: 29/1001 Part 3			Whittingham Hospital, Lancashire	1957-1960	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1894069
>>>>>> 	MH 95/7	Ref no: 49/1001 Part 2			Saxondale Hospital, Radcliffe-on-Trent Nottingham	1950-1960	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1894070
>>>>>> 	MH 95/8	Ref no: 54/1001 Part 1			Stafford Hospital, Staffordshire	1920-1932	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1894071
>>>>>> 	MH 95/9	Ref no: 54/1001 Part 2			St George's Hospital, Staffordshire	1933-1950	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1894072
>>>>>> 	MH 95/10	Ref no: 54/1001 Part 3			St George's Hospital, Staffordshire	1955-1960	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1894073
