Level	Reference	Former Reference (Dept)	Former Reference (PRO)	Title	Description	Covering Dates	Physical Description	Note	Separated Material	Related Material	Closure Status	Closure Type	Closure Code	Record Opening Date	ID
       							 								
>>>    	WO 30			War Office, predecessors and associated departments: Miscellaneous Papers	This series of miscellaneous papers deals with many aspects of the armed forces. ¶ Subjects include: conditions of service, letters of attorney, reports on many different subjects, circulars and regulations, claims for losses, clothing, courts martial, and troop accommodation. ¶ Many papers are on specific subjects, as disparate as the Chartist Riots, Chelsea Royal Hospital, the Holland Expedition of 1799, the Hong Kong Regiment, Ireland, the Military Knights of Windsor, Newfoundland, the Royal Artillery, the Tower of London and the Waterloo prize list.	1684-1951	147 volume(s)					Normal Closure before FOI Act: 	30		C14239
>>>>   				Correspondence and Papers			 								C48733
>>>>>> 	WO 30/112				Correspondence and papers		 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2209082
>>>>>>>	WO 30/112				Army Reforms: Between Duke of Wellington, The Lord Fitzroy Somerset, The Earl Grey, The Lord John Russell and Major General Sir H.D. Ross, K.C.B., regarding proposed Bill to limit the time of service in the Army, to extend the principle of free discharges with deferred pensions to all soldiers of 10 years service, and to render effective the services of the Chelsea and Greenwich Out-Pensioners as a Reserve Militia.	1846 Dec.14 - 1847 May 19	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6232995
>>>>>>>	WO 30/112				Army Reforms: Between Duke of Wellington and The Earl Grey, regarding proposed change in the system of furnishing Reliefs in the various British Possessions in the East, in view of the reduction in strength of the Army.	1849 Aug.7-14	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6232996
>>>>>>>	WO 30/112				Army Reforms: Between Duke of Wellington and the Adjutant General (J. Brown) regarding proposal as to most convenient method of increasing the Establishment of the Infantry.	1852 Sept.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6232997
>>>>>>>	WO 30/112				Army Reforms: Between The Lord Hill and The Lord Hawes, regarding proposal to place the crime of 'habitual absence without leave' in same category as the crime of 'habitual drunkenness'.	1852 Nov.27 - Dec.11	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6232998
>>>>>>>	WO 30/112				Army Reforms: Between The Lord Hill, The Lord Hawes and The Adjutant-General, regarding proposal to facilitate the discharge of Recruits on payment of a reduced sum.	Dec.3-9	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6232999
>>>>>> 	WO 30/113				Correspondence and papers		 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2209083
>>>>>>>	WO 30/113				Chelsea Hospital: Treasury Minute and King's Warrant regulating the future Establishment.	1833 Aug. 5	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6233000
>>>>>>>	WO 30/113				Chelsea Hospital: Earl of Lincoln to Duke of Wellington regarding alterations to Thames Embankment at or near Chelsea, (with two plans).	1845 Mar. 27	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6233001
>>>>>>>	WO 30/113				Chelsea Hospital: Duke of Wellington regarding proposed Embankment alterations.	1845 Mar. 28	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6233002
>>>>>>>	WO 30/113				Chelsea Hospital: Sir W. Gordon, Q.M.G., regarding proposed public road through Hospital grounds.	1845 Mar. 31	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6233003
>>>>>>>	WO 30/113				Chelsea Hospital: Lord E. Paget to Sir J. W. Gordon regarding objections to proposed road.	1845 Apr. 2	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6233004
>>>>>>>	WO 30/113				Chelsea Hospital: Duke of Wellington to Earl of Lincoln stating objections to proposed road.	1845 Apr. 5-7	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6233005
>>>>>>>	WO 30/113				Chelsea Hospital: Earl of Lincoln to Duke of Wellington regarding revised Report of alterations.	1845 May 7	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6233006
>>>>>>>	WO 30/113				Chelsea Hospital: Lord E. Paget to Sir J. W. Gordon regarding revised Report of Earl of Lincoln.	1845 May 10	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6233007
>>>>>>>	WO 30/113				Chelsea Hospital: Duke of Wellington to Earl of Lincoln stating objections to revised Report.	1845 May 10	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6233008
>>>>>>>	WO 30/113				Chelsea Hospital: Sir J.W. Gordon to Lord Fitzroy Somerset regarding alternative alterations.	1845 May 11	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6233009
>>>>>>>	WO 30/113				Chelsea Hospital: Duke of Wellington regarding proposed appointment of Sir James Kempt as Governor.	1849 Nov. 11	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6233010
>>>>>>>	WO 30/113				Chelsea Hospital: Duke of Wellington to Lord J. Russell regarding alterations to Hospital boundaries.	1849 Nov. 13	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6233011
>>>>>>>	WO 30/113				Chelsea Hospital: Earl of Carlisle to Lord Fitzroy Somerset regarding proposed alterations to Hospital boundaries and roads.	1849 Nov.27	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6233012
>>>>>>>	WO 30/113				Chelsea Hospital: Duke of Wellington to Sir C. Halkett confirming appointment as Governor.	1849 Nov. 29	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6233013
>>>>>>>	WO 30/113				Chelsea Hospital: Duke of Wellington regarding grounds of Hospital.	1849 Dec. 6	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6233014
>>>>>>>	WO 30/113				Military Knights of Windsor: To Lord Fitzroy Somerset recommending Lieutenant J. Thornton.	1844 Feb.14	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6233015
>>>>>>>	WO 30/113				Ireland - Erection of Barracks: Lord John Russell to Duke of Wellington with memorandum of Chancellor of the Exchequer regarding the policy of building Barracks in Ireland.	1849 Dec. 1	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6233016
>>>>>>>	WO 30/113				Ireland - Erection of Barracks: Duke of Wellington stating he has no knowledge of required additional Barracks in Ireland.	1849 Dec. 2	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6233017
>>>>>>>	WO 30/113				Ireland - Erection of Barracks: Lord J. Russell to Duke of Wellington transmitting a Report of Chancellor of the Exchequer, with observations, regarding propositions for Barrack accommodation with detailed lists of present Barracks and Troop accommodation.	1849 Dec. 2	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6233018
>>>>>>>	WO 30/113				Ireland - Erection of Barracks: Duke of Wellington, commenting on arrangements proposed by Chancellor of the Exchequer.	1849 Dec. 4	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6233019
>>>>>>>	WO 30/113				Ireland - Erection of Barracks: Duke of Wellington, giving detailed arrangements for defence of Ireland.	1849 Dec.12	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6233020
>>>>>>>	WO 30/113				Lord J. Russell to Duke of Wellington regarding simplification of accounting and charges in Storekeeping duties at Barracks.	1849 Dec.15	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6233021
>>>>>>>	WO 30/113				The Tower of London: H.A. Merewether, Guildhall, to the Master General and Board of Ordnance, protesting that works in progress on the River Thames have not been authorised by the Corporation of London.	1850 Aug. 3	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6233022
>>>>>>>	WO 30/113				The Tower of London: Commander Royal Engineers, London District to Inspector General of Fortifications, stating that work objected to by Corporation of London was authorised by the Board of Ordnance, with report from the Inspector General of Fortifications.	1850 Aug.13	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6233023
>>>>>>>	WO 30/113				Chelsea Hospital: Lord Fitzroy Somerset to Earl of Carlisle with propositions and observations thereon regarding proposed alterations to Hospital grounds.	1849 Dec. 8	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6233024
>>>>>>>	WO 30/113				Chelsea Hospital: Earl of Carlisle to Lord Fitzroy Somerset stating proposed conditions for allowing public access to parts of the Garden Grounds.	1850 Jan. 3	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6233025
>>>>>>>	WO 30/113				Chelsea Hospital: Lord Fitzroy Somerset to Earl of Carlisle regarding amended form of conditions.	1850 Jan. 12	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6233026
>>>>>>>	WO 30/113				Chelsea Hospital: Earl of Carlisle to Lord Fitzroy Somerset regarding proposed sum to be paid to Governor in lieu of use of ground.	1850 Jan. 23	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6233027
>>>>>>>	WO 30/113				Chelsea Hospital: Lord Fitzroy Somerset to Earl of Carlisle requesting Abstract of proposed alterations.	1850 Jan. 29	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6233028
>>>>>>>	WO 30/113				Chelsea Hospital: Earl of Carlisle to Lord Fitzroy Somerset with Abstract of new Regulations.	1850 Feb. 6	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6233029
>>>>>>>	WO 30/113				Chelsea Hospital: Lord Fitzroy Somerset to Sir C. Halkett with Abstract of new Regulations.	1850 Feb. 11	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6233030
>>>>>>>	WO 30/113				Chelsea Hospital: Lord Hardinge to Duke of Newcastle recommending Sir E. Blakeney as Governor of Hospital.	1855 Jan. 19	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6233031
>>>>>>>	WO 30/113				Chelsea Hospital: Lord Hardings to Sir E. Blakeney regarding vacancy of appointment of Governor of Hospital.	1855 Feb. 5-14	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6233032
>>>>>>>	WO 30/113				Military Knights of Windsor: Major Clarke to Lord Fitzroy Somerset applying to become a Military Knight of Windsor.	1841 Mar.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6233033
>>>>>>>	WO 30/113				Military Knights of Windsor: List of Officers who are candidates for appointment of Poor Knights of Windsor.	1841 Apr. 10	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6233034
>>>>>>>	WO 30/113				Military Knights of Windsor: Application from Lieutenant John Thornton.	1844 Jan. 22	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6233035
>>>>>>>	WO 30/113				Military Knights of Windsor: List of Military Knights of Windsor.		 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6233036
>>>>>>>	WO 30/113				The Tower of London: J. Wood on behalf of the Office of Ordnance to the Duke of Wellington asking whether the Duke objects to the Corporation of London being consulted regarding works at the Tower.	1850 Aug.26	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6233037
>>>>>>>	WO 30/113				The Tower of London: J. Wood to the Duke of Wellington forwarding details of the work under discussion.	1850 Sept.3	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6233038
>>>>>>>	WO 30/113				The Tower of London: Duke of Wellington, Walmer Castle, to Colonel Cathcart forwarding particulars of work under discussion.	1850 Sept.4	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6233039
>>>>>>>	WO 30/113				The Tower of London: Duke of Wellington, Walmar Castle, to Secretary of the Board of Ordnance, stating that particulars of all future works should be forwarded to the Corporation of London.	1850 Sept.4	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6233040
>>>>>>>	WO 30/113				The Tower of London: Duke of Wellington regarding works at the Tower.	1850 Sept.7	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6233041
>>>>>>>	WO 30/113				The Tower of London: Colonel G. Cathcart, Deputy Lieutenant of the Tower, to Duke of Wellington regarding procedure for works in the Tower.	1850 Sept.9	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6233042
>>>>>>>	WO 30/113				The Tower of London: Colonel G. Cathcart to Duke of Wellington regarding the removal of buildings at the Western entrance to the Tower.	1850 Nov.16	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6233043
>>>>>>>	WO 30/113				The Tower of London: Colonel G. Cathcart to Lord Fitzroy Somerset forwarding a letter for the approval of the Duke of Wellington.	1850 Nov.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6233044
>>>>>> 	WO 30/115				Correspondence and papers		 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2209086
>>>>>>>	WO 30/115				Defence of England: Observations by Colonel Roy made on a tour of Ireland, with suggestions as to suitability for movements of an Army, positions for citadels, vulnerability of towns and harbours in the event of an invasion - defence projects, etc.	1766	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6233085
>>>>>>>	WO 30/115				Defence of England: Measures proposed by General Roy to be taken to defend Southern England against invasion - principal points of defence - maintenance of supplies, etc.	1778-1779	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6233086
>>>>>>>	WO 30/115				Defence of England: Defence of Plymouth and the adjacent country against invasion, disposition of troops and guns, observations on attack and defence by Lieutenant-Gen. G.L. Parker. Presented to H.R.H. Frederick, Duke of York and Albany, by Lord Macclesfield.	1797	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6233087
>>>>>>>	WO 30/115				Defence of England: Report by General Dundas on possible invasion of England, state of British Army - disposition of troops - points of defence, measures to be taken, etc.	1797	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6233088
>>>>>> 	WO 30/116				Correspondence and papers (Detailed descriptions are given at item level).		 		For item/s extracted from this piece see		Open Document, Open Description	Normal Closure before FOI Act: 	30		C2209087
>>>>>>>	WO 30/116				Defence of England: Report on the coast of Dorsetshire - suitable measures for defence against invasion - survey map of the County by Isaac Taylor.	1798	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6233089
>>>>>>>	WO 30/116				Defence of England: Report by General Dumourier on measures to be taken for the defence of England against invasion.	1805	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6233090
>>>>>>>	WO 30/116				Defence of England: J. Walker to Sir George Cockburn, M.P., - defence of the Channel Islands and fortifications of the harbours.	1845 July 1	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6233091
>>>>>>>	WO 30/116				Defence of England: Colonel Le Conteur to Lord Fitzroy Somerset - vulnerability of the Channel Islands in the event of a French Invasion - measures needed for defence.	1845 Sept.8	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6233092
>>>>>>>	WO 30/116				Defence of England: Colonel Le Conteur to the Duke of Wellington review of the coast and harbours of Jersey - state of defences - observations on additional measures required for defence - sketches and maps of principal harbours.	1846 Jan.15 - Mar.21	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6233093
>>>>>>>	WO 30/116				Defence of England: Captain W.F.D. Jervoirs, Royal Engineers - proposed disposition of troops for the defence of Alderney.	1852 Dec. 7	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6233094
>>>>>>>	WO 30/116				Defence of England: Memorandum and plans for defence works at Alderney.	1856 Jan.17	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6233095
>>>>>> 	WO 30/118				General Napier: Miscellaneous Papers.	1813-1847	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2209089
>>>>>> 	WO 30/119				Memorandum Book of Major-General W. Roy.	1769; 1770; 1785; undated	 	1 vol.			Open Document, Open Description	Normal Closure before FOI Act: 	30		C2209090
>>>>>> 	WO 30/120				'Rules and Orders for the Royal Military Academy at Woolwich'. Printed.	1776	 	1 vol.			Open Document, Open Description	Normal Closure before FOI Act: 	30		C2209091
>>>>>> 	WO 30/121				'The Field Engineer; or Instructions upon Every Branch of Field Fortification: Demonstrated by Examples which occurred in the Seven Years War between the Prussians, the Austrians and the Russians; with Plans and Explanatory Notes'. Vol. I. By Captain J.G. Tielke, translated by Ensign E. Hewgill. Printed. London, 1789.	1789	 	1 vol.			Open Document, Open Description	Normal Closure before FOI Act: 	30		C2209092
>>>>>> 	WO 30/122				Copies of General Orders issued by Major-General C. Barnes, Adjutant-General, British Army, Brussels.	1814 Sept.16 - Dec.31	 	1 vol.			Open Document, Open Description	Normal Closure before FOI Act: 	30		C2209093
>>>>>> 	WO 30/123				'Instructions and Standing Orders for the Royal Engineer Department serving with the Army upon the Continent'. Printed.	1815	 	1 vol.			Open Document, Open Description	Normal Closure before FOI Act: 	30		C2209094
