Level	Reference	Former Reference (Dept)	Former Reference (PRO)	Title	Description	Covering Dates	Physical Description	Note	Separated Material	Related Material	Closure Status	Closure Type	Closure Code	Record Opening Date	ID
       							 								
>>>    	MH 94			Lunacy Commission and Board of Control: Patients Admission Registers	This series contains registers kept by the Lunacy Commission, 1846 to 1913, and the Board of Control, 1913 to 1960. They record the name and sex of the patient, the name of hospital, asylum or licensed house, and the date of admission and of discharge, or death of each patient. Further information on the medical and legal circumstances of each patient was entered in the patients diaries, also preserved in this series. These note the receipt of medical statements and action to be taken, the receipt of a patient's right to see a judicial authority, the urgency of the case, and further remarks. Temporary and private patients' diaries vary a little in the information they provide.	1846-1960	228 volume(s)					Normal Closure before FOI Act: 	30		C10937
>>>>   				Patients Admission Registers			 								C21184
>>>>>> 	MH 94/1				Metropolitan licensed houses	1846-1847	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C210107
>>>>>> 	MH 94/2				Metropolitan licensed houses	1848-1850	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C210108
>>>>>> 	MH 94/3				Metropolitan licensed houses	1851-1858	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C210109
>>>>>> 	MH 94/4				Metropolitan licensed houses	1859-1875	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C210110
>>>>>> 	MH 94/5				Metropolitan licensed houses	1876-1885	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C210111
>>>>>> 	MH 94/6				Metropolitan licensed houses	1886-1900	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C210112
>>>>>> 	MH 94/7				Provincial licensed houses	1846-1847	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C210113
>>>>>> 	MH 94/8				Provincial licensed houses	1848 Jan-1850 July	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C210114
>>>>>> 	MH 94/9				Provincial licensed houses	1850 Aug-1857 Apr	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C210115
