Level	Reference	Former Reference (Dept)	Former Reference (PRO)	Title	Description	Covering Dates	Physical Description	Note	Separated Material	Related Material	Closure Status	Closure Type	Closure Code	Record Opening Date	ID
       							 								
>>>    	WO 43	VOS and OS file series		War Office: Secretary-at-War, Correspondence, Very Old Series (VOS) and Old Series (OS)	This series comprises the bulk of the surviving in-letters of the Secretary-at-War's Office between about 1809 and 1857, with some earlier and later papers. Both VOS and OS papers were very heavily weeded from 1904 to 1906, and a large quantity of papers destroyed. ¶ In addition to the large proportion of papers relating to particular officers and soldiers (often in connection with half pay, pensions, annuities and allowances) this series reflects the very wide variety of business both at home and abroad which was conducted by the Secretary-at-War and his Office.	1803-1857	1059 bundle(s)		The accompanying correspondence, where it has survived, remains in this series. Original certificates of the births, baptisms, marriages and deaths of officers and their families from 1755, which accompanied the correspondence in this series, were extracted and are in			Normal Closure before FOI Act: 	30		C14252
>>>>   				VERY OLD SERIES			 								C65071
>>>>>> 	WO 43/108	100,183			West India regiments. Free enlisted coloured soldiers entitled to Chelsea out-pension on discharge. Correspondence with General Lord Combermere at head-quarters Barbados, West Indies command.	1817-1821	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3322861
>>>>>> 	WO 43/109	100,187			Fraudulent attempt to obtain a widow's pension. Case of Ensign Isaac Hackett, 83rd Foot, died of wounds received at siege of Badajoz. Mother granted a pension.	1818-1822	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3322862
>>>>>> 	WO 43/110	100,340			Trading privileges of discharged soldiers and local militiamen in corporate towns in Scotland. Case of Thomas Kynoch, shoe-maker of Perth. Interpretation of Local Militia Act 24 George III c 6.	1818	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3322863
>>>>>> 	WO 43/111	100,542			Riots at Sheffield. Prosecution of Lieut. Colonel R. Lang, South Devon militia.	1818	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3322864
>>>>>> 	WO 43/112	100,570			Half pay. French officer resigns his appointment in France in order to receive his British half pay. Case of Captain de Baraillier, 71st Foot.	1818	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3322865
>>>>>> 	WO 43/113	100,626			Scotland. Appointment of an Agent to the War Office, Richard Mackenzie, WS, to assist the Lord Advocate.	1818	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3322866
>>>>>> 	WO 43/114	100,647			Shipwreck of transport Ellice off Corunna. Allowances for survivors of 60th Foot.	1818	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3322867
>>>>>> 	WO 43/115	100,649			Riots at Kendal on occasion of visit of Mr Brougham. Transfer of dragoons from Preston.	1818	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3322868
>>>>>> 	WO 43/116	100,693			Lincoln. Complaint of ropers and flax-dressers against a militiaman.	1818	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3322869
>>>>>> 	WO 43/117	100,717			Mutiny Act. Proposal to extend conviction by courts martial to include certain civil crimes.	1818	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3322870
>>>>>> 	WO 43/118	101,234			Shipwreck of East India free trader Marquis of Wellington. Rescue of a detachment of 78th Foot by Margate boatmen. Claim for remuneration.	1818	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3322871
>>>>>> 	WO 43/119	101,630			Guards using Ratcliff highway, Shadwell and Limehouse en route to East and West India docks. Complaints by local merchants of bad behaviour. Correspondence of Quartermaster General J.W. Gordon and Lord Palmerston.	1818	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3322872
>>>>>> 	WO 43/120	102,335			Plymouth. Lieut. Governor complains of difficulty in collection of ships' dues. Treasury considers this to be a private matter and refuses request for help from Customs department.	1818	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3322873
>>>>>> 	WO 43/121	102,513			Privy Council order prohibiting export of gunpowder, arms and ammunition. Acknowledgement of order from Lieut. Governors of Jersey and the Scilly Islands.	1818	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3322874
