Level	Reference	Former Reference (Dept)	Former Reference (PRO)	Title	Description	Covering Dates	Physical Description	Note	Separated Material	Related Material	Closure Status	Closure Type	Closure Code	Record Opening Date	ID
       							 								
>>>    	MH 9			Poor Law Commission and successors: Paid Officers Department and Metropolitan Department: Registers of Paid Officers		1837-1921	37 volume(s)					Normal Closure before FOI Act: 	30		C10852
>>>>   				Unions, etc. 1837 to 1921			 	The dates are approximate.							C40640
>>>>>> 	MH 9/1				Register of paid officers and staff appointed by the Board of Guardians, etc, of: ¶ 1 Aberaeron, Cardiganshire. * 21 Abergavenny, Monmouthshire. * 41 Aberystwyth, Cardiganshire. * 63 Abingdon, Berkshire. * 87 St Albans, Hertfordshire. * 107 Alcester, Warwickshire. * 127 Alderbury, Wiltshire (1843-1895 then Salisbury see MH 9/15). * 149 Allstonefield, Staffordshire (no entries). * 163 Alnwick, Northumberland. * 187 Alresford, Hampshire. * 207 Alston with Garrigill, Cumberland. * 225 Alton, Hampshire. * 247 Altrincham, Cheshire (from 1893-1896 then renamed Bucklow see MH 9/3). * 273 Alverstoke, Hampshire. * 291 Amersham, Buckinghamshire. * 313 Amesbury, Wiltshire. * 333 Ampthill, Bedfordshire. * 355 Andover, Hampshire. * 379 Anglesey, Anglesey. * (For Arrington, Cambs see Caxton MH 9/4). * 401 Arundel, Sussex. * 415 St Asaph, Flint. * 437 Ash, Surrey. * 451 Ashbourne, Derbyshire. * 479 Ashby de la Zouch, Leicestershire. * 505 East Ashford, Kent. * 527 West Ashford, Kent. * 549 Ashton under Lyne, Lancashire. * 577 Aston, Warwickshire. * 601 Atcham, Shropshire. * 623 Atherstone, Warwickshire. * 645 (Bishop) Auckland, Durham. * 669 St Austell, Cornwall. * 693 Axbridge, Somerset. * 717 Axminster, Devon. * 743 Aylesbury, Buckinghamshire. * 765 Aylsham, Norfolk. * 789 Aysgarth, Yorkshire North Riding	Probably between 1837 and 1921	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1845704
>>>>>> 	MH 9/2				Register of paid officers and staff appointed by the Board of Guardians, etc, of: ¶ 1 Bainbridge, Yorkshire North Riding (no entries). * 13 Bakewe11, Derbyshire. * 39 Bala, Merionethshire. * 57 Banbury, Oxfordshire. * 79 Bangor and Beaumaris, Caernarvonshire. * 101 Barnet, Hertfordshire. * 121 Barnsley, Yorkshire West Riding. * 141 Barnstaple, Devon. * (Barrow in Furness, Lancashire: see MH 9/3). * 161 Barrow on Soar, Leicestershire. * (Barton Regis, Gloucestershire: see MH 9/3 and Clifton MH 9/5). * 185 Barton upon Irwell, Lancashire. * 205 Barwick in Elmet, Yorkshire West Riding. * 217 Basford, Nottinghamshire. * 243 Basingstoke, Hampshire. * 263 Bath, Somerset. * 289 Battle, Sussex. * 311 Beaminster, Dorset. * (Beaumaris, Caernarvonshire: see Bangor). * 331 Bedale, Yorkshire North Riding. * 351 Bedford, Bedfordshire. * 375 Bedminster, Somerset (later renamed Long Ashton). * 397 Bedwellty, Monmouthshire. * 415 Belford, Northumberland. * 435 Bellingham, Northumberland. * 455 Belper, Derbyshire. * 483 Berkhampstead, Hertfordshire. * 501 Bermondsey, Surrey (1848-1867. See also MH 9/21). * 521 Berwick on Tweed, Northumberland. * 543 Bethnal Green, Middlesex (1838-1866. See also MH 9/21). * 565 Beverley, Yorkshire East Riding. * 587 Bicester, Oxfordshire. * 609 Bideford, Devon. * 631 Biggleswade, Bedfordshire. * 651 Billericay, Essex. * 671 Billesden, Leics. * 689 Bingham, Nottinghamshire. * 709 Birkenhead, Cheshire. * 733 Birmingham, Warwickshire (see also MH 9/20). * 787 Birmingham, Aston and Kings Norton Joint Committee. * 791 Bishop's Stortford, Hertfordshire. * 815 Blaby, Leicestershire. * 837 Blackburn, Lancashire. * 863 Blandford, Dorset. * 885 Blean, Kent. * 905 Blofield, Norfolk. * 927 Blything, Suffolk.	Probably between 1837 and 1921	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1845705
>>>>>> 	MH 9/3				Register of paid officers and staff appointed by the Board of Guardians, etc, of: ¶ 1 Bodmin, Cornwall. * 23 Bolton, Lancashire. * 53 Bootle, Cumberland. * 73 Bosmere and Claydon, Suffolk. * 93 Boston, Lincolnshire. * 115 Great Boughton, Cheshire (see also Tarvin, MH 9/17). * 141 Bourne, Lincolnshire. * 163 Brackley, Northamptonshire. * 185 Bradfield, Berkshire. * 207 Bradford, Wiltshire. * 227 Bradford, Yorkshire West Riding. * 253 Braintree, Essex. * 273 Bramley, Yorkshire West Riding. * 293 Brampton, Cumberland. * 313 Brecknock, Breconshire. * 335 Brentford, Middlesex. * 357 Bridge, Kent. * 377 Bridgend and Cowbridge, Glamorganshire. * 399 Bridgwater, Somerset. * 423 Bridgnorth, Shropshire. * 445 Bridlington, Yorkshire East Riding. * 465 Bridport, Dorset. * 485 Brighton, Sussex. * 505 Brinton, Norfolk (to 1860s). * 519 Bristol, Gloucestershire. * 543 Brixworth, Northamptonshire. * 565 Bromley, Kent. * 585 Bromsgrove, Worcestershire. * 605 Bromyard, Herefordshire. * 625 Buckingham, Buckinghamshire. * 645 Builth, Breconshire. * 665 Buntingford, Hertfordshire. * 685 Burnley, Lancashire. * Burslem, Staffordshire (see Wolstanton MH 9/19). * 709 Burton on Trent, Staffordshire. * 733 Bury, Lancashire (from 1847). * 757 Bury St Edmunds, Suffolk (from 1908 includes Thingoe). * 783 Barrow in Furness, Lancashire (from 1876). * 813 Barton Regis, Gloucestershire (cl857-1910. Formerly Clifton, later transferred to Bristol). * 841 Bucklow, Cheshire (formerly Altrincham MH 9/1).	Probably between 1837 and 1921	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1845706
>>>>>> 	MH 9/4				Register of paid officers and staff appointed by the Board of Guardians, etc, of: ¶ 1 Caistor, Lincolnshire (cl890 renamed Grimsby see MH 9/7). * 25 Calne, Wiltshire. * 45 Camberwell, Surrey (1835-1867. See also MH 9/23). * 67 Cambridge, Cambridgeshire. * 89 Camelford, Cornwall. * 109 Canterbury, Kent. * 127 Cardiff, Glamorganshire. * 153 Cardigan, Cardiganshire. * 173 Carlisle, Cumberland. * 195 Carlton, Yorkshire West Riding. * 209 Carmarthen, Carmarthenshire. * 231 Caernarvon, Caernarvonshire. * 251 Castle Ward, Northumberland. * 275 Catherington, Hampshire. * 295 Caton, Lancashire (1865-1867 only. See also Lancaster, MH 9/10). * 307 Caxton and Arrington, Cambridgeshire. * 327 Cerne, Dorset. * 347 Chailey, Sussex. * 369 Chapel en le Frith, Derbyshire. * 387 Chard, Somerset. * 409 Cheadle, Staffordshire. * 427 Chelmsford, Essex. * 449 Chelsea, Middlesex (1841-1867. See also MH 9/23). * 469 Cheltenham, Gloucestershire. * 493 Chepstow, Monmouthshire. * 513 Chertsey, Surrey. * 531 Chester, Cheshire. * 547 Chesterfield, Derbyshire. * 571 Chester le Street, Durham. * 589 Chesterton, Cambridgeshire. * 619 Cannock, Staffordshire (from 1872; formerly Penkridge see MH 9/13).	Probably between 1837 and 1921	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1845707
>>>>>> 	MH 9/5				Register of paid officers and staff appointed by the Board of Guardians, etc, of: ¶ 1 Chichester, Sussex. * 17 Chippenham, Wiltshire. * 39 Chipping Norton, Oxfordshire. * 59 Chipping Sodbury, Gloucestershire. * 79 Chorley, Lancashire. * 101 Chorlton (South Manchester), Lancashire. (See also MH 9/20). * 137 Christchurch, Hampshire. * 155 Church Stretton, Shropshire. * 173 Cirencester, Gloucestershire. * (Clapham, Surrey: see Wandsworth MH 9/18, 36). * (Clavering, Norfolk: see Loddon MH 9/10). * (Claydon, Suffolk: see Bosmere MH 9/3) * 193 Cleobury Mortimer, Shropshire. * 213 Clerkenwell, Middlesex (1841-1866). * 231 Clifton, Gloucestershire (1840-1880s. Name changed to Barton Regis in 1876. See also under Barton Regis MH 9/3) * 257 Clitheroe, Lancashire. * 279 Clun, Shropshire. * 299 Clutton, Somerset. * 319 Cockermouth, Cumberland. * 341 Colchester, Essex. * 361 St Columb Major, Cornwall. * 381 Congleton, Cheshire. * 403 Conway, Caernarvonshire. * 421 Cookham, Berkshire (no entries. See also Maidenhead MH 9/11). * 439 Corwen, Merionethshire. * 457 Cosford, Suffolk. * 481 Coventry, Warwickshire. * (Cowbridge, Glamorganshire: see Bridgend, MH 9/3). * (Cranborne, Dorset: see Wimborne, MH 9/19). * 499 Cranbrook, Kent. * 519 Crediton, Devon. * 541 Crickhowell, Breconshire. * 561 Cricklade and Wootton Bassett, Wiltshire. * 581 Croydon, Surrey. * 603 Cuckfield, Sussex.	Probably between 1837 and 1921	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1845708
>>>>>> 	MH 9/6				Register of paid officers and staff appointed by the Board of Guardians, etc, of: ¶ 1 Darlington, Durham. * 25 Dartford, Kent. * 4 7 Daventry, Northamptonshire. * 67 Depwade, Norfolk. * 89 Derby, Derbyshire. * 109 Devizes, Wiltshire. * 129 Dewsbury, Yorkshire West Riding. * 155 Docking, Norfolk. * 175 Dolgelly [Dolgellau], Merionethshire. * 195 Doncaster, Yorkshire WR. * 223 Dorchester, Dorset. * 245 Dore, Herefordshire. * 265 Dorking, Surrey. * 285 Dover, Kent (previously River). * 305 Downham, Norfolk. * 325 Drayton, Shropshire. * 345 Driffield, Yorkshire East Riding. * 367 Droitwich, Worcestershire. * 387 Droxford, Hampshire. * 409 Dudley, Worcestershire. * 435 Dulverton, Somerset. * 455 Dunmow, Essex. * 477 Durham, Durham. * 497 Dursley, Gloucestershire. * 517 Devonport, Devon (from 1883. Formerly Stoke Damerel: see MH 9/16). * 601 Easington, Durham. * 621 Easingwold, Yorkshire North Riding. * 641 Eastbourne, Sussex. * 663 East Grinstead, Sussex. * 683 Easthampstead, Berkshire. * 703 East Preston, Sussex. * 715 East Retford, Nottinghamshire. * 737 Eastry, Kent. * 759 East Stonehouse, Devon. * 777 East Ward, Westmorland. * 797 Eccleshall Bierlow, Yorkshire West Riding. * 819 Edmonton, Middlesex. * 847 Elham, Kent. * 867 Ellesmere, Shropshire. * 889 Ely, Cambridgeshire. * 907 Epping, Essex. * 929 Epsom, Surrey. * 949 Erpingham, Norfolk. * 975 Eton, Buckinghamshire. * 997 Evesham, Worcestershire. * 1017 Exeter, Devon.	Probably between 1837 and 1921	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1845709
>>>>>> 	MH 9/7				Register of paid officers and staff appointed by the Board of Guardians, etc, of: ¶ 1 St Faith, Norfolk. * 21 Falmouth, Cornwall. * 43 Fareham, Hampshire. * 63 Farnborough, Hampshire. * 79 Farnham, Surrey. * 90 Farnham and Hartley Wintney Joint Lock Hospital (1888-1905). * 99 Faringdon, Berkshire. * 119 Faversham, Kent. * 141 Festiniog, Merionethshire. * 161 East and West Flegg, Norfolk. * 181 Foleshill, Warwwickshire. * 203 Fordingbridge, Hampshire. * 223 Forehoe, Norfolk. * 243 Freebridge Lynn, Norfolk. * 263 Frome, Somerset. * 287 Fulham, Middlesex (see also MH 9/24). * 311 Fylde, Lancashire * 331 Forden, Montgomeryshire (from 1870, previously Montgomery and Pool [Welshpool]: see MH 9/11) * 421 Gainsborough, Lincolnshire. * (Garrigill, Cumberland: see Alston MH 9/1) * 445 Garstang, Lancashire * 465 Gateshead, Durham * 489 St George in the East, Middlesex (1838-1868. See also. MH 9/24) * 509 St George, Hanover Square, Middlesex (no entries. See also MH 9/35). * 525 St George, Southwark, Surrey (1843-1867) * 547 St Germans, Cornwall * 567 St Giles, and St George, Bloomsbury, Middlesex. (1844-1866. See also MH 9/35) * 583 Glandford Brigg, Lincolnshire * 607 Glendale, Northumberland * 629 Glossop, Derbyshire. * 647 Gloucester, Gloucestershire. * 667 Godstone, Surrey. * 687 Goole, Yorkshire West Riding * 707 Gower, Glamorganshire. * 725 Grantham, Lincolnshire. * 749 Gravesend and Milton, Kent. * 767 Greenwich, Kent (1840- 1867. See also MH 9/24) * 791 Guildford, Surrey. * 813 Guiltcross, Norfolk. * 833 Guisborough, Yorkshire North Riding (from 1875: see also Middlesbrough MH 9/11) * 855 Grimsby, Lincolnshire (from 1890: formerly Caistor, see also MH 9/4). * 875 Glamorganshire Joint Poor Law Committee (1913-1915).	Probably between 1837 and 1921	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1845710
